Crop_Type,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Days_Since_Watering,Plant_Health_Score,Plant_Health_Status
Corn,11.3,60.2,77.1,4,37.0,Stressed
Wheat,25.0,67.9,54.7,3,48.5,Stressed
Corn,19.6,86.8,55.7,4,33.1,Stressed
Soybeans,19.7,51.0,42.1,5,30.1,Stressed
Soybeans,17.6,78.0,51.0,4,32.8,Stressed
Rice,26.4,54.2,50.5,3,44.9,Stressed
Rice,27.0,55.2,40.3,4,27.6,Stressed
Soybeans,28.8,58.2,56.1,2,37.3,Stressed
Soybeans,22.6,56.8,52.7,4,46.0,Stressed
Wheat,33.3,55.4,38.8,3,21.2,Stressed
Corn,19.4,37.9,65.4,3,37.5,Stressed
Rice,16.4,58.9,53.2,5,30.2,Stressed
Wheat,26.3,55.1,74.7,2,47.3,Stressed
Corn,20.9,76.2,34.6,7,22.1,Stressed
Rice,28.2,58.9,60.0,2,44.0,Stressed
Wheat,21.1,33.4,54.5,3,42.9,Stressed
Tomato,21.5,53.8,23.1,8,9.7,Stressed
Tomato,21.0,68.2,30.4,7,30.8,Stressed
Rice,20.6,37.1,60.1,3,33.0,Stressed
Wheat,25.0,28.7,63.1,2,51.6,Moderate
Corn,26.4,67.5,70.8,1,58.6,Moderate
Corn,20.6,74.1,75.6,2,50.3,Moderate
Wheat,18.0,70.5,81.5,1,61.0,Moderate
Tomato,28.0,75.3,44.9,4,40.4,Stressed
Wheat,27.3,44.7,28.5,6,16.1,Stressed
Tomato,29.3,63.9,60.0,1,33.9,Stressed
Tomato,18.7,65.5,53.9,4,36.1,Stressed
Corn,20.0,77.1,89.2,0,67.0,Moderate
Rice,29.9,74.9,57.7,3,39.7,Stressed
Soybeans,30.4,70.7,22.7,6,20.3,Stressed
Wheat,22.5,50.9,53.3,4,45.8,Stressed
Tomato,19.3,32.6,49.7,5,27.2,Stressed
Wheat,20.8,29.2,70.6,2,31.9,Stressed
Rice,19.2,68.1,34.1,6,28.8,Stressed
Rice,29.8,72.6,57.9,1,30.8,Stressed
Soybeans,29.3,49.1,5.0,8,0.0,Stressed
Soybeans,25.5,70.1,43.3,5,32.1,Stressed
Tomato,20.9,67.7,76.6,2,53.4,Moderate
Soybeans,19.7,43.8,52.7,4,29.3,Stressed
Tomato,21.3,76.9,70.8,3,57.5,Moderate
Corn,19.7,64.9,18.1,9,11.3,Stressed
Tomato,26.4,29.7,41.4,5,40.8,Stressed
Soybeans,29.6,53.1,42.3,4,25.8,Stressed
Wheat,29.8,75.0,32.6,4,17.2,Stressed
Soybeans,19.7,48.6,59.6,3,41.0,Stressed
Rice,21.4,75.7,65.8,3,54.9,Moderate
Soybeans,21.7,78.1,14.8,8,9.0,Stressed
Corn,31.1,48.4,5.0,9,6.0,Stressed
Tomato,17.0,44.2,50.2,6,23.2,Stressed
Rice,25.0,69.6,39.7,5,34.7,Stressed
Tomato,19.8,67.4,73.5,3,52.3,Moderate
Tomato,23.9,68.5,26.0,7,23.2,Stressed
Soybeans,29.2,57.9,68.0,1,49.5,Stressed
Wheat,23.1,81.4,59.7,3,47.3,Stressed
Rice,20.5,73.5,5.0,11,3.8,Stressed
Corn,29.5,53.4,24.2,6,15.7,Stressed
Corn,25.8,70.5,41.1,4,30.7,Stressed
Wheat,27.9,62.2,44.5,5,34.2,Stressed
Wheat,26.6,38.3,47.9,3,31.4,Stressed
Soybeans,17.7,37.3,35.2,8,22.7,Stressed
Corn,32.8,59.5,52.8,2,35.2,Stressed
Rice,23.8,51.5,20.6,7,14.7,Stressed
Wheat,30.1,44.4,16.7,7,13.5,Stressed
Wheat,22.9,53.9,67.4,2,41.7,Stressed
Wheat,28.4,68.4,38.0,5,21.6,Stressed
Rice,31.1,64.5,7.1,8,9.2,Stressed
Corn,30.3,59.8,36.2,5,28.7,Stressed
Rice,25.6,35.5,24.7,7,22.5,Stressed
Rice,23.0,32.0,67.0,3,46.9,Stressed
Soybeans,16.5,80.0,55.3,4,31.2,Stressed
Wheat,17.6,58.9,60.8,4,33.7,Stressed
Corn,31.7,72.2,31.4,4,22.7,Stressed
Soybeans,20.1,62.0,47.3,4,25.0,Stressed
Soybeans,29.8,48.8,51.4,3,28.7,Stressed
Tomato,30.5,54.0,40.4,2,27.6,Stressed
Wheat,27.7,77.5,39.5,4,26.3,Stressed
Corn,27.3,68.8,53.7,3,42.9,Stressed
Corn,18.0,48.4,53.9,4,24.2,Stressed
Corn,16.9,73.4,59.2,4,41.8,Stressed
Wheat,21.0,48.6,74.2,2,45.4,Stressed
Corn,34.9,65.9,20.5,6,7.8,Stressed
Rice,33.2,35.3,37.3,4,14.4,Stressed
Rice,25.2,57.1,57.0,3,49.0,Stressed
Wheat,32.8,63.8,51.9,2,16.8,Stressed
Corn,19.4,51.5,61.1,3,36.0,Stressed
Tomato,22.8,71.6,28.9,6,21.5,Stressed
Tomato,34.5,42.0,56.9,1,31.2,Stressed
Tomato,37.6,71.3,43.6,2,18.9,Stressed
Rice,29.6,64.9,42.1,4,32.3,Stressed
Tomato,15.5,48.4,46.4,7,24.3,Stressed
Corn,33.1,35.4,41.5,3,28.1,Stressed
Corn,23.4,83.7,38.3,6,38.9,Stressed
Tomato,29.3,59.6,71.2,0,51.6,Moderate
Soybeans,25.6,51.8,5.0,10,10.7,Stressed
Tomato,31.0,54.1,30.9,5,15.0,Stressed
Soybeans,25.3,45.3,46.1,3,43.1,Stressed
Wheat,41.4,69.8,51.3,1,6.7,Stressed
Wheat,30.8,61.9,60.4,2,39.9,Stressed
Corn,17.5,39.0,67.9,3,39.5,Stressed
Rice,14.9,60.8,59.6,4,38.3,Stressed
Corn,15.0,40.3,51.4,5,35.0,Stressed
Corn,28.6,71.9,45.9,5,30.1,Stressed
Rice,30.8,48.5,56.2,2,27.7,Stressed
Corn,9.3,77.5,80.6,4,54.3,Moderate
Rice,32.3,82.1,19.9,6,12.9,Stressed
Corn,27.1,54.2,21.8,7,19.4,Stressed
Wheat,34.7,48.4,43.9,4,27.9,Stressed
Soybeans,19.2,37.8,68.9,2,42.9,Stressed
Corn,26.7,31.4,64.2,2,47.9,Stressed
Soybeans,26.7,37.5,43.1,5,28.3,Stressed
Tomato,20.4,51.9,40.1,6,21.9,Stressed
Corn,17.4,24.0,28.9,8,9.5,Stressed
Wheat,30.6,71.1,32.2,5,22.1,Stressed
Rice,26.4,67.1,41.4,5,31.5,Stressed
Wheat,27.4,67.2,70.4,2,43.7,Stressed
Soybeans,33.2,77.6,58.6,2,40.1,Stressed
Rice,24.8,42.5,22.5,7,16.0,Stressed
Wheat,26.9,43.4,44.8,4,31.9,Stressed
Wheat,27.1,76.9,55.7,2,44.6,Stressed
Wheat,27.3,51.5,38.3,6,30.5,Stressed
Rice,16.5,65.9,34.5,7,19.6,Stressed
Wheat,24.9,27.7,63.4,3,46.5,Stressed
Wheat,32.0,76.1,8.4,7,0.0,Stressed
Soybeans,24.2,65.3,59.7,3,51.5,Moderate
Wheat,22.2,37.4,31.8,6,12.0,Stressed
Wheat,30.8,82.0,44.0,4,39.4,Stressed
Tomato,25.1,62.3,29.9,6,25.5,Stressed
Rice,21.2,89.0,56.5,4,51.3,Moderate
Tomato,19.8,29.1,57.8,4,34.0,Stressed
Soybeans,24.7,65.3,47.2,4,34.9,Stressed
Tomato,21.0,50.9,41.9,6,32.0,Stressed
Corn,30.4,55.5,36.6,5,29.1,Stressed
Rice,20.4,62.2,33.3,7,22.6,Stressed
Wheat,26.7,33.0,48.8,3,34.5,Stressed
Tomato,27.5,91.6,41.4,5,35.7,Stressed
Tomato,28.8,86.0,29.3,6,20.4,Stressed
Wheat,34.4,63.4,11.3,7,0.0,Stressed
Wheat,16.9,40.2,62.4,4,36.1,Stressed
Soybeans,28.6,55.7,40.3,3,31.1,Stressed
Tomato,28.7,63.5,66.8,1,42.7,Stressed
Tomato,18.5,49.8,46.0,4,30.2,Stressed
Corn,26.6,72.9,62.1,2,45.7,Stressed
Corn,22.5,62.2,92.5,0,57.5,Moderate
Tomato,33.4,58.9,53.4,2,25.1,Stressed
Corn,21.6,71.7,62.9,3,40.3,Stressed
Tomato,23.7,34.1,46.7,5,32.6,Stressed
Rice,22.7,48.1,36.2,6,24.6,Stressed
Soybeans,20.0,58.3,65.4,3,29.0,Stressed
Corn,15.7,48.8,51.1,5,31.1,Stressed
Tomato,20.0,38.7,64.3,3,41.2,Stressed
Corn,25.9,42.5,71.7,1,59.6,Moderate
Soybeans,26.7,59.9,37.2,4,38.4,Stressed
Rice,29.9,63.9,53.7,3,33.2,Stressed
Wheat,31.3,94.5,36.5,4,28.7,Stressed
Wheat,27.4,76.2,33.8,5,34.6,Stressed
Corn,29.8,43.4,46.6,3,27.4,Stressed
Tomato,28.1,78.5,8.8,7,17.6,Stressed
Soybeans,18.4,60.8,64.8,2,40.9,Stressed
Rice,27.3,57.8,28.8,6,23.5,Stressed
Rice,25.1,49.8,64.9,2,65.8,Moderate
Rice,21.6,36.2,57.2,4,30.0,Stressed
Wheat,25.1,60.1,51.1,3,39.0,Stressed
Soybeans,27.1,40.6,46.2,3,30.4,Stressed
Wheat,23.8,55.6,64.3,3,52.5,Moderate
Corn,31.0,77.4,74.1,0,46.4,Stressed
Rice,27.0,75.4,43.4,4,32.4,Stressed
Soybeans,30.2,56.3,37.4,5,24.7,Stressed
Rice,32.5,75.0,45.1,4,26.9,Stressed
Wheat,22.6,64.1,70.1,2,47.7,Stressed
Wheat,22.3,82.5,40.7,5,34.5,Stressed
Wheat,31.9,42.3,10.7,6,0.0,Stressed
Rice,20.4,58.1,15.1,9,13.1,Stressed
Soybeans,24.4,52.7,36.3,5,37.5,Stressed
Soybeans,22.1,66.1,45.6,4,36.0,Stressed
Corn,19.1,65.2,63.2,3,49.7,Stressed
Rice,28.0,59.8,67.7,2,47.8,Stressed
Corn,23.4,93.6,43.6,5,42.4,Stressed
Corn,19.4,42.6,69.4,3,39.0,Stressed
Corn,30.6,47.0,47.2,4,38.2,Stressed
Corn,17.1,74.5,62.2,3,40.4,Stressed
Wheat,24.1,65.7,64.0,2,50.8,Moderate
Corn,30.3,47.1,30.6,5,23.8,Stressed
Soybeans,30.5,79.5,77.5,0,53.9,Moderate
Corn,27.6,60.6,43.2,4,36.2,Stressed
Wheat,19.7,60.9,76.0,1,58.1,Moderate
Tomato,26.0,51.1,46.3,4,34.2,Stressed
Tomato,27.1,66.6,56.1,2,46.6,Stressed
Tomato,22.3,42.2,30.8,6,18.3,Stressed
Rice,27.3,48.0,50.9,3,30.3,Stressed
Soybeans,16.1,73.1,83.3,2,53.4,Moderate
Wheat,14.5,20.7,46.3,6,24.2,Stressed
Tomato,21.1,51.0,63.8,2,38.3,Stressed
Wheat,29.2,68.5,39.0,5,27.6,Stressed
Wheat,30.2,81.7,56.9,3,40.5,Stressed
Rice,17.3,62.4,66.1,3,40.6,Stressed
Tomato,33.8,72.3,20.7,6,6.2,Stressed
Corn,25.5,69.4,43.0,4,37.5,Stressed
Wheat,15.7,49.5,91.8,0,54.9,Moderate
Tomato,26.8,54.1,10.3,8,23.7,Stressed
Wheat,32.6,61.5,27.9,3,9.4,Stressed
Rice,22.1,89.8,68.1,2,44.6,Stressed
Rice,30.9,65.8,45.2,3,30.7,Stressed
Corn,33.7,58.0,38.4,4,15.8,Stressed
Rice,25.2,39.9,50.3,4,41.9,Stressed
Tomato,20.5,54.0,53.3,5,39.2,Stressed
Rice,32.0,54.2,44.7,3,27.9,Stressed
Corn,32.0,69.9,15.8,6,9.7,Stressed
Soybeans,17.4,51.1,35.8,7,12.9,Stressed
Wheat,24.4,61.3,66.9,2,47.9,Stressed
Wheat,29.3,62.8,49.5,3,38.1,Stressed
Tomato,29.7,62.9,28.3,5,12.9,Stressed
Corn,23.3,50.3,51.9,3,35.8,Stressed
Corn,19.2,52.0,34.0,7,17.7,Stressed
Corn,34.4,64.8,32.3,3,11.5,Stressed
Wheat,25.5,51.0,12.9,8,13.7,Stressed
Rice,23.9,34.2,60.9,3,49.1,Stressed
Wheat,21.5,62.8,37.4,6,23.5,Stressed
Wheat,23.8,30.6,51.0,4,34.9,Stressed
Wheat,15.6,57.6,82.2,2,48.1,Stressed
Rice,31.0,44.0,36.9,4,13.5,Stressed
Soybeans,23.4,55.7,68.9,1,46.5,Stressed
Tomato,12.4,85.6,54.3,6,34.7,Stressed
Soybeans,19.1,69.1,56.1,4,36.7,Stressed
Soybeans,30.7,51.2,61.3,2,39.1,Stressed
Wheat,24.1,39.8,49.6,4,38.6,Stressed
Soybeans,20.3,31.6,46.2,5,30.2,Stressed
Wheat,25.8,39.6,19.1,6,22.2,Stressed
Wheat,23.2,46.2,38.9,6,32.5,Stressed
Tomato,25.7,41.5,67.7,2,48.5,Stressed
Corn,26.9,66.0,20.6,6,29.9,Stressed
Wheat,20.1,58.4,25.9,8,20.1,Stressed
Soybeans,21.5,83.5,41.0,6,32.2,Stressed
Tomato,20.6,43.8,70.9,2,42.0,Stressed
Soybeans,20.8,54.4,60.0,3,54.8,Moderate
Corn,21.2,33.5,63.2,3,30.2,Stressed
Rice,23.3,60.6,56.5,3,42.2,Stressed
Corn,21.4,31.2,68.9,2,53.4,Moderate
Tomato,26.0,42.7,49.5,2,38.1,Stressed
Corn,23.1,58.7,55.4,3,40.8,Stressed
Corn,20.8,14.4,64.1,2,41.3,Stressed
Tomato,13.4,49.2,38.9,8,20.8,Stressed
Tomato,19.6,52.1,61.6,3,49.1,Stressed
Soybeans,22.8,72.4,45.6,4,32.4,Stressed
Wheat,30.7,67.9,58.3,2,41.9,Stressed
Rice,24.6,59.0,44.9,4,40.0,Stressed
Rice,15.9,47.9,92.8,0,51.4,Moderate
Rice,25.6,55.5,54.2,3,45.9,Stressed
Corn,22.3,69.9,70.7,2,58.8,Moderate
Tomato,28.4,64.2,51.8,2,41.6,Stressed
Tomato,16.2,80.4,63.2,4,41.8,Stressed
Tomato,32.3,59.3,54.4,2,33.0,Stressed
Wheat,27.7,62.7,49.7,3,31.5,Stressed
Tomato,23.7,42.3,47.3,5,39.3,Stressed
Tomato,15.7,55.6,64.6,4,38.3,Stressed
Corn,16.2,61.9,83.5,2,55.5,Moderate
Soybeans,29.1,58.2,38.9,5,23.2,Stressed
Rice,29.8,85.9,60.7,2,45.2,Stressed
Corn,31.2,40.0,39.8,3,22.7,Stressed
Corn,35.0,54.2,15.2,7,2.3,Stressed
Corn,29.5,83.6,39.6,5,37.2,Stressed
Rice,27.4,70.4,5.0,9,9.3,Stressed
Corn,39.3,62.5,12.2,5,0.0,Stressed
Soybeans,21.7,40.7,42.7,5,29.4,Stressed
Tomato,24.4,62.6,37.1,6,36.3,Stressed
Soybeans,15.8,56.4,71.4,3,49.3,Stressed
Tomato,28.7,76.2,52.5,4,33.3,Stressed
Tomato,23.8,61.4,41.0,5,37.7,Stressed
Corn,21.3,83.4,50.8,4,40.0,Stressed
Corn,21.4,89.6,80.8,1,63.4,Moderate
Rice,20.2,64.7,56.1,4,46.2,Stressed
Wheat,24.0,66.0,48.6,5,46.9,Stressed
Soybeans,16.3,57.8,30.8,8,17.2,Stressed
Rice,16.9,36.0,89.7,1,58.0,Moderate
Rice,18.4,36.5,39.9,6,17.1,Stressed
Soybeans,21.3,73.8,47.1,4,35.8,Stressed
Soybeans,22.2,81.0,43.7,5,39.6,Stressed
Tomato,12.7,51.7,74.2,3,46.1,Stressed
Wheat,21.9,55.5,12.2,9,12.3,Stressed
Corn,20.0,55.8,75.2,2,53.2,Moderate
Wheat,29.7,47.9,25.3,6,16.6,Stressed
Wheat,19.6,93.5,66.7,3,40.1,Stressed
Corn,31.0,54.4,47.2,4,31.2,Stressed
Wheat,35.5,76.9,17.4,5,8.2,Stressed
Rice,32.0,26.2,41.8,3,25.0,Stressed
Rice,19.1,78.2,61.9,3,40.4,Stressed
Corn,28.1,91.3,30.2,6,30.9,Stressed
Corn,19.2,64.9,64.3,3,41.2,Stressed
Soybeans,20.0,70.9,62.9,2,48.7,Stressed
Soybeans,20.4,74.8,71.1,2,50.5,Moderate
Wheat,25.8,68.4,37.7,6,22.5,Stressed
Wheat,19.8,57.6,47.7,5,34.8,Stressed
Corn,25.2,48.1,26.8,7,24.7,Stressed
Wheat,32.6,71.5,25.2,6,9.0,Stressed
Tomato,18.4,41.9,62.7,4,36.9,Stressed
Rice,15.4,70.3,72.0,3,45.5,Stressed
Wheat,21.2,44.8,21.2,7,7.8,Stressed
Wheat,33.6,43.3,18.8,6,5.5,Stressed
Soybeans,29.1,29.1,54.3,2,34.9,Stressed
Tomato,19.9,52.4,43.8,5,24.0,Stressed
Wheat,18.7,76.0,63.1,3,45.2,Stressed
Rice,26.9,69.8,72.3,1,51.4,Moderate
Wheat,25.6,53.2,53.0,3,46.9,Stressed
Corn,28.7,47.1,38.7,4,29.4,Stressed
Tomato,18.1,84.9,87.7,1,55.5,Moderate
Wheat,24.5,27.3,27.6,6,11.6,Stressed
Tomato,30.4,59.7,53.6,3,39.1,Stressed
Wheat,31.8,43.3,56.3,2,37.4,Stressed
Rice,17.6,62.4,53.8,5,33.4,Stressed
Rice,24.5,62.0,22.8,7,25.5,Stressed
Tomato,23.3,74.6,53.7,3,41.6,Stressed
Soybeans,20.0,78.2,48.9,5,30.5,Stressed
Soybeans,20.6,30.9,50.5,5,37.0,Stressed
Corn,28.4,48.6,74.0,1,45.8,Stressed
Soybeans,20.4,61.3,47.1,5,30.2,Stressed
Tomato,24.3,76.4,22.8,6,20.2,Stressed
Soybeans,27.9,68.8,57.2,3,42.7,Stressed
Corn,35.5,41.7,31.2,4,21.7,Stressed
Wheat,26.8,63.2,37.1,5,29.7,Stressed
Soybeans,29.3,72.3,58.5,2,44.8,Stressed
Tomato,26.6,46.6,68.9,1,49.7,Stressed
Tomato,23.8,49.1,61.7,3,45.6,Stressed
Corn,23.7,51.6,67.1,3,42.0,Stressed
Corn,24.3,49.4,25.4,6,22.4,Stressed
Rice,12.2,56.7,63.3,4,35.9,Stressed
Rice,23.0,59.8,31.7,6,30.3,Stressed
Rice,27.6,59.8,39.1,5,30.1,Stressed
Wheat,20.6,66.9,66.7,3,41.8,Stressed
Tomato,33.7,54.9,55.7,1,37.0,Stressed
Rice,25.8,44.4,50.3,3,44.7,Stressed
Tomato,24.2,45.8,38.1,5,23.8,Stressed
Corn,30.0,67.5,70.5,1,52.4,Moderate
Wheat,28.4,48.6,36.1,5,27.5,Stressed
Corn,31.8,65.8,36.4,5,27.9,Stressed
Tomato,33.0,67.2,58.5,1,42.6,Stressed
Rice,33.8,75.6,39.1,4,31.5,Stressed
Corn,27.7,46.2,18.2,6,20.6,Stressed
Soybeans,18.8,47.5,76.3,3,52.2,Moderate
Wheat,23.6,73.0,48.8,4,28.1,Stressed
Tomato,34.8,32.3,21.1,6,1.8,Stressed
Rice,26.6,69.3,45.3,3,33.1,Stressed
Corn,22.4,75.8,72.6,2,57.1,Moderate
Wheat,21.7,32.6,74.2,1,37.5,Stressed
Rice,18.5,62.1,48.5,5,34.6,Stressed
Corn,30.5,52.5,36.7,4,24.9,Stressed
Tomato,22.3,82.4,73.0,2,52.9,Moderate
Soybeans,19.1,85.6,77.4,1,56.7,Moderate
Soybeans,19.8,96.5,74.6,2,56.8,Moderate
Tomato,9.3,82.3,75.6,4,37.4,Stressed
Wheat,29.2,81.9,41.1,4,40.8,Stressed
Tomato,23.6,99.8,61.4,2,50.9,Moderate
Corn,17.6,62.2,62.3,4,37.9,Stressed
Wheat,33.3,69.5,38.7,5,14.1,Stressed
Soybeans,25.3,83.7,57.2,3,52.6,Moderate
Corn,11.6,58.7,52.5,7,17.6,Stressed
Rice,29.3,48.7,71.6,0,47.8,Stressed
Rice,18.9,50.9,56.9,4,36.4,Stressed
Rice,28.6,55.4,61.7,2,49.2,Stressed
Soybeans,28.0,59.4,47.1,3,41.8,Stressed
Tomato,25.8,50.2,58.8,3,45.2,Stressed
Wheat,17.5,34.7,34.4,7,19.1,Stressed
Soybeans,17.6,78.9,55.2,4,38.5,Stressed
Corn,24.7,94.5,54.7,3,53.3,Moderate
Corn,19.4,38.4,61.1,4,33.1,Stressed
Rice,32.3,41.7,59.0,2,33.4,Stressed
Wheat,24.4,50.1,51.7,4,36.0,Stressed
Rice,19.0,41.3,29.1,8,12.0,Stressed
Corn,31.0,53.5,68.8,1,45.2,Stressed
Corn,13.5,59.9,59.1,5,24.3,Stressed
Tomato,24.2,67.8,34.6,5,30.0,Stressed
Tomato,28.3,54.9,54.2,3,37.6,Stressed
Tomato,18.8,82.3,35.6,6,15.4,Stressed
Rice,22.4,45.4,57.0,2,30.0,Stressed
Wheat,21.0,51.4,47.7,5,30.6,Stressed
Tomato,18.3,95.1,53.4,5,36.5,Stressed
Soybeans,25.5,63.7,29.7,6,23.8,Stressed
Tomato,30.1,67.0,40.5,5,28.7,Stressed
Rice,37.0,47.6,32.0,3,7.2,Stressed
Wheat,29.6,62.8,61.1,2,40.6,Stressed
Tomato,23.4,60.9,43.3,5,49.3,Stressed
Wheat,31.7,61.6,5.0,8,2.7,Stressed
Soybeans,18.2,65.3,53.0,5,28.8,Stressed
Corn,21.8,79.4,45.3,5,32.3,Stressed
Wheat,30.7,41.1,59.0,2,45.3,Stressed
Tomato,21.1,68.9,71.7,2,55.9,Moderate
Rice,25.3,63.8,18.4,8,12.2,Stressed
Rice,20.8,70.4,62.5,3,43.5,Stressed
Rice,23.7,74.6,47.3,4,42.9,Stressed
Rice,24.6,56.9,69.7,1,56.7,Moderate
Wheat,27.8,56.9,23.3,7,15.0,Stressed
Rice,26.0,69.6,65.4,1,57.3,Moderate
Corn,29.3,47.9,41.7,5,23.8,Stressed
Soybeans,27.4,57.7,48.3,4,39.3,Stressed
Wheat,23.8,61.6,52.4,4,36.6,Stressed
Wheat,21.3,75.7,65.7,3,45.5,Stressed
Rice,19.5,62.0,61.2,4,43.3,Stressed
Rice,8.6,62.8,45.5,7,14.5,Stressed
Wheat,24.3,56.6,42.3,5,36.8,Stressed
Rice,18.1,64.5,65.6,3,43.9,Stressed
Rice,19.7,62.7,17.0,9,15.6,Stressed
Rice,23.2,50.3,59.7,3,51.6,Moderate
Rice,21.9,69.4,40.5,5,36.6,Stressed
Rice,28.3,40.1,31.9,6,19.2,Stressed
Tomato,24.0,61.5,45.9,4,36.2,Stressed
Tomato,34.8,86.7,38.4,4,21.4,Stressed
Tomato,38.2,38.3,40.6,2,7.0,Stressed
Wheat,23.2,45.4,59.3,3,39.4,Stressed
Soybeans,19.9,78.0,23.3,7,23.8,Stressed
Wheat,14.4,72.2,44.9,6,27.7,Stressed
Tomato,36.0,45.2,20.3,5,0.0,Stressed
Wheat,20.7,42.0,34.4,7,22.1,Stressed
Soybeans,21.8,26.4,54.5,4,35.0,Stressed
Rice,20.8,33.1,60.6,3,36.0,Stressed
Corn,23.0,56.7,44.3,5,41.6,Stressed
Tomato,22.1,77.7,56.6,4,32.3,Stressed
Tomato,30.0,75.9,62.3,2,45.6,Stressed
Soybeans,8.5,71.9,64.2,5,24.7,Stressed
Rice,23.9,38.7,49.0,3,27.0,Stressed
Rice,29.3,80.9,26.6,6,22.0,Stressed
Corn,20.9,69.5,81.4,1,54.6,Moderate
Rice,28.5,38.0,61.9,2,45.8,Stressed
Soybeans,25.5,41.5,61.7,3,45.4,Stressed
Rice,20.7,72.1,77.5,1,68.4,Moderate
Soybeans,14.1,73.1,41.5,7,30.4,Stressed
Tomato,27.4,54.1,60.5,2,43.5,Stressed
Tomato,26.9,52.6,46.9,5,38.4,Stressed
Tomato,20.6,67.3,90.3,1,61.5,Moderate
Wheat,29.6,62.7,42.4,5,36.7,Stressed
Tomato,22.1,69.2,45.3,5,30.0,Stressed
Soybeans,31.2,38.5,25.8,5,22.1,Stressed
Corn,26.8,59.8,51.4,3,46.6,Stressed
Rice,33.9,65.4,23.9,5,0.4,Stressed
Tomato,27.2,62.9,35.9,5,27.3,Stressed
Wheat,25.2,60.5,25.5,8,15.5,Stressed
Wheat,13.7,48.9,100.0,0,62.3,Moderate
Soybeans,25.3,65.0,32.1,6,34.5,Stressed
Corn,23.6,33.5,46.9,5,33.7,Stressed
Tomato,34.7,63.5,13.5,6,0.0,Stressed
Tomato,26.3,82.1,61.7,3,51.8,Moderate
Wheat,29.7,63.2,53.3,1,31.5,Stressed
Soybeans,33.4,46.2,24.7,5,4.9,Stressed
Wheat,33.0,55.1,14.6,6,5.1,Stressed
Wheat,24.5,47.7,49.7,3,37.5,Stressed
Corn,37.8,63.0,28.0,5,5.0,Stressed
Soybeans,22.0,60.4,53.9,5,33.5,Stressed
Corn,33.0,46.0,31.2,4,14.3,Stressed
Soybeans,20.5,76.2,40.2,5,34.4,Stressed
Tomato,30.2,55.3,27.4,5,16.3,Stressed
Rice,19.2,66.5,48.2,5,28.9,Stressed
Rice,28.7,83.3,46.6,4,36.7,Stressed
Soybeans,19.9,41.6,55.2,4,35.9,Stressed
Rice,18.8,83.5,62.4,4,44.8,Stressed
Wheat,19.2,50.8,40.4,6,26.1,Stressed
Tomato,28.0,79.9,56.2,2,46.6,Stressed
Tomato,28.0,77.9,51.8,3,31.8,Stressed
Rice,27.9,50.6,59.2,3,29.1,Stressed
Soybeans,26.3,58.3,61.1,4,55.7,Moderate
Wheat,22.1,31.8,61.5,3,55.0,Moderate
Soybeans,20.7,54.9,50.3,4,30.5,Stressed
Rice,18.8,45.1,75.3,2,49.1,Stressed
Tomato,18.4,48.9,70.8,2,41.2,Stressed
Tomato,32.3,61.0,5.0,9,0.0,Stressed
Soybeans,18.6,66.4,45.8,5,32.3,Stressed
Corn,19.4,50.5,78.3,2,53.5,Moderate
Soybeans,19.0,60.5,30.3,8,8.3,Stressed
Corn,17.0,52.7,67.5,3,40.6,Stressed
Soybeans,26.8,66.7,51.6,3,38.3,Stressed
Corn,21.8,56.5,60.4,3,41.7,Stressed
Corn,24.0,43.6,34.4,5,23.3,Stressed
Corn,24.3,49.2,57.5,3,39.8,Stressed
Corn,26.7,55.9,62.6,3,46.7,Stressed
Wheat,25.6,69.5,61.9,2,48.6,Stressed
Corn,32.1,82.7,50.6,2,33.5,Stressed
Corn,21.0,50.4,60.9,4,44.9,Stressed
Tomato,21.4,33.7,51.8,5,45.2,Stressed
Wheat,24.5,78.8,32.3,7,26.9,Stressed
Corn,24.6,68.5,45.9,4,34.5,Stressed
Rice,16.1,64.4,63.3,4,44.1,Stressed
Wheat,15.5,40.1,65.6,4,37.2,Stressed
Tomato,24.2,58.9,44.8,5,36.2,Stressed
Soybeans,33.3,70.6,26.0,5,11.4,Stressed
Tomato,33.9,38.8,30.7,4,15.5,Stressed
Tomato,18.3,73.8,89.5,0,59.9,Moderate
Wheat,22.4,66.2,40.1,6,35.1,Stressed
Wheat,26.0,78.4,55.6,3,44.6,Stressed
Rice,26.8,72.0,51.0,5,39.8,Stressed
Rice,19.2,26.8,62.0,4,45.6,Stressed
Wheat,35.2,45.0,10.7,6,0.0,Stressed
Wheat,21.6,70.2,60.6,4,47.1,Stressed
Wheat,27.2,41.6,30.1,7,21.2,Stressed
Soybeans,23.0,48.3,49.5,3,40.4,Stressed
Tomato,23.1,57.6,74.1,2,52.4,Moderate
Rice,29.5,52.5,50.7,3,34.8,Stressed
Rice,30.9,30.0,65.5,1,36.2,Stressed
Corn,29.1,66.7,62.9,1,49.8,Stressed
Soybeans,19.7,56.6,52.7,5,33.7,Stressed
Wheat,16.9,63.6,56.1,4,35.4,Stressed
Wheat,41.0,57.0,5.0,10,0.0,Stressed
Soybeans,26.8,25.9,32.7,6,15.3,Stressed
Rice,19.6,50.3,71.9,3,50.5,Moderate
Wheat,30.7,46.2,48.2,4,23.2,Stressed
Corn,19.6,60.4,62.4,4,45.0,Stressed
