city,store_name,manufacturer,brand,class,size,sku,price_bracket,year,month,value_sales,volume_sales,average_price
DAMMAM,HM No  70348  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,RAWABI,CORN,0.6L,RAWABI CORN 0.6L PLUS,31-40,2024,6,130.2,4.2,31.0
JAZAN,HM No  64808  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,LARA,COCONUT,0.6L,LARA COCONUT 0.6L PLUS,51-60,2024,8,1958.4,38.4,51.0
TABUK,HM No  56056  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,NOUR,VEGETABLE,1.5L,NOUR VEGETABLE 1.5L PLUS,91-100,2023,11,1101.1,12.1,91.0
AL BAHA,HM No  61172  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,RIMAL,SUNFLOWER,0.6L,RIMAL SUNFLOWER 0.6L PREMIUM,101+,2022,12,838.3,8.3,101.0
JAZAN,HM No  72735  GS-CENTER-JAZAN MAIN RD  JAZAN,NAJDI CONSUMER,HILAL,CORN,9L,HILAL CORN 9L PREMIUM,91-100,2024,5,690.0,6.9,100.0
JEDDAH,HM No  83637  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,LARA,COCONUT,2.9L,LARA COCONUT 2.9L PLUS,11-20$,2022,9,36.0,1.8,20.0
AL BAHA,HM No  91360  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,SABAYA,COCONUT,2.9L,SABAYA COCONUT 2.9L PREMIUM,61-70,2023,10,931.0,13.3,70.0
JAZAN,HM No  93142  GS-CENTER-JAZAN MAIN RD  JAZAN,NOVA FOODS,NOUR,CANOLA,4.5L,NOUR CANOLA 4.5L PLUS,11-20$,2022,7,10.0,0.5,20.0
YANBU,HM No  71935  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,ZAHRA,COCONUT,1.5L,ZAHRA COCONUT 1.5L PLUS,31-40,2023,9,20.0,0.5,40.0
DAMMAM,HM No  99286  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,SABAYA,VEGETABLE,2.9L,SABAYA VEGETABLE 2.9L PREMIUM,101+,2024,7,3555.2,35.2,101.0
MAKKAH,HM No  76170  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,HILAL,CORN,9L,HILAL CORN 9L PLUS,101+,2023,8,378.0,2.7,140.0
AL BAHA,HM No  76289  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,NAJMA,COCONUT,10L,NAJMA COCONUT 10L PREMIUM,21-30,2023,7,510.0,17.0,30.0
TABUK,HM No  87846  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,RIMAL,CANOLA,0.6L,RIMAL CANOLA 0.6L PREMIUM,31-40,2023,10,1057.1,34.1,31.0
MAKKAH,HM No  84346  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,RIMAL,COCONUT,0.6L,RIMAL COCONUT 0.6L FAMILY PACK,61-70,2022,2,427.0,7.0,61.0
TABUK,HM No  59270  GS-CENTER-TABUK MAIN RD  TABUK,DESERT SUN CO,SABAYA,SUNFLOWER,0.6L,SABAYA SUNFLOWER 0.6L ECO,11-20$,2024,3,375.54,19.9,18.87
TAIF,HM No  61276  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,LARA,CANOLA,0.6L,LARA CANOLA 0.6L TWIN PACK,41-50,2023,2,660.1,16.1,41.0
MAKKAH,HM No  66038  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,BAYTNA,CORN,0.2L,BAYTNA CORN 0.2L ECO,31-40,2023,2,158.1,5.1,31.0
YANBU,HM No  86033  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,HILAL,SUNFLOWER,4.5L,HILAL SUNFLOWER 4.5L ECO,81-90,2024,4,1800.0,20.0,90.0
JEDDAH,HM No  75400  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,NOUR,COCONUT,1.8L,NOUR COCONUT 1.8L PLUS,51-60,2024,12,220.38,3.7,59.56
JAZAN,HM No  89120  GS-CENTER-JAZAN MAIN RD  JAZAN,PALM & GRAIN GROUP,BAYTNA,CANOLA,1.5L,BAYTNA CANOLA 1.5L ECO,101+,2022,4,2070.5,20.5,101.0
AL AHSA,HM No  61675  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,NOUR,CORN,1.5L,NOUR CORN 1.5L PREMIUM,11-20$,2024,10,318.0,15.9,20.0
JAZAN,HM No  55063  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,GULF GOLD,SUNFLOWER,0.75L,GULF GOLD SUNFLOWER 0.75L,41-50,2023,7,401.8,9.8,41.0
JEDDAH,HM No  72255  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,GULF GOLD,SUNFLOWER,0.6L,GULF GOLD SUNFLOWER 0.6L PLUS,51-60,2023,11,912.9,17.9,51.0
YANBU,HM No  52282  GS-CENTER-YANBU MAIN RD  YANBU,NAJDI CONSUMER,RAWABI,COCONUT,0.6L,RAWABI COCONUT 0.6L ECO,91-100,2022,8,45.5,0.5,91.0
JEDDAH,HM No  72694  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,RAWABI,CANOLA,0.6L,RAWABI CANOLA 0.6L PLUS,31-40,2024,9,15.5,0.5,31.0
JAZAN,HM No  94977  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,NAJMA,SUNFLOWER,4.5L,NAJMA SUNFLOWER 4.5L FAMILY PACK,71-80,2023,1,272.0,3.4,80.0
TABUK,HM No  77851  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,ZAHRA,VEGETABLE,10L,ZAHRA VEGETABLE 10L ECO,91-100,2023,8,440.0,4.4,100.0
MAKKAH,HM No  71958  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,ZAHRA,COCONUT,1.8L,ZAHRA COCONUT 1.8L PREMIUM,71-80,2024,2,302.76,4.1,73.84
DAMMAM,HM No  50455  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,RIMAL,CORN,0.75L,RIMAL CORN 0.75L PREMIUM,101+,2024,8,525.2,5.2,101.0
JAZAN,HM No  53181  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,LARA,CANOLA,0.5L,LARA CANOLA 0.5L ECO,81-90,2023,1,1239.3,15.3,81.0
AL AHSA,HM No  94983  GS-CENTER-AL AHSA MAIN RD  AL AHSA,DESERT SUN CO,LARA,SUNFLOWER,1.5L,LARA SUNFLOWER 1.5L FAMILY PACK,51-60,2022,9,290.7,5.7,51.0
TABUK,HM No  61713  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,NOUR,SUNFLOWER,0.2L,NOUR SUNFLOWER 0.2L ECO,61-70,2023,11,244.0,4.0,61.0
RIYADH,HM No  89044  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,NOUR,CANOLA,3L,NOUR CANOLA 3L FAMILY PACK,71-80,2022,3,333.7,4.7,71.0
JEDDAH,HM No  85060  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,GULF GOLD,COCONUT,4.5L,GULF GOLD COCONUT 4.5L ECO,71-80,2023,6,824.0,10.3,80.0
YANBU,HM No  95153  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,BAYTNA,VEGETABLE,2.9L,BAYTNA VEGETABLE 2.9L,21-30,2023,6,300.0,10.0,30.0
RIYADH,HM No  59617  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,RAWABI,VEGETABLE,9L,RAWABI VEGETABLE 9L,61-70,2024,12,378.0,5.4,70.0
TABUK,HM No  77690  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,NAJMA,COCONUT,9L,NAJMA COCONUT 9L PLUS,21-30,2023,2,33.0,1.1,30.0
TAIF,HM No  87414  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,LARA,VEGETABLE,3L,LARA VEGETABLE 3L PREMIUM,41-50,2024,1,160.0,3.2,50.0
HAIL,HM No  87574  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,HILAL,SUNFLOWER,1L,HILAL SUNFLOWER 1L FAMILY PACK,31-40,2023,9,1218.3,39.3,31.0
AL BAHA,HM No  52997  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,GULF GOLD,CORN,1L,GULF GOLD CORN 1L,71-80,2022,1,518.3,7.3,71.0
JAZAN,HM No  93071  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,LARA,CORN,2.9L,LARA CORN 2.9L PREMIUM,61-70,2022,4,2471.0,35.3,70.0
TAIF,HM No  51184  GS-CENTER-TAIF MAIN RD  TAIF,DESERT SUN CO,HILAL,CANOLA,4L,HILAL CANOLA 4L PLUS,101+,2023,10,525.2,5.2,101.0
JAZAN,HM No  91600  GS-CENTER-JAZAN MAIN RD  JAZAN,DESERT SUN CO,BAYTNA,SUNFLOWER,2.9L,BAYTNA SUNFLOWER 2.9L PREMIUM,11-20$,2023,6,244.0,12.2,20.0
HAIL,HM No  72699  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,GULF GOLD,SUNFLOWER,9L,GULF GOLD SUNFLOWER 9L ECO,41-50,2024,12,215.0,4.3,50.0
DAMMAM,HM No  94104  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,LARA,SUNFLOWER,0.2L,LARA SUNFLOWER 0.2L FAMILY PACK,101+,2022,11,313.1,3.1,101.0
YANBU,HM No  86787  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,ZAHRA,COCONUT,9L,ZAHRA COCONUT 9L PREMIUM,61-70,2023,5,462.0,6.6,70.0
HAIL,HM No  79589  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,NAJMA,COCONUT,4L,NAJMA COCONUT 4L PREMIUM,31-40,2024,6,136.0,3.4,40.0
AL AHSA,HM No  78280  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,NAJMA,CORN,3L,NAJMA CORN 3L FAMILY PACK,81-90,2022,7,3114.0,34.6,90.0
AL KHARJ,HM No  58630  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,RIMAL,CANOLA,0.5L,RIMAL CANOLA 0.5L ECO,41-50,2022,2,32.8,0.8,41.0
AL AHSA,HM No  68962  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,GULF GOLD,SUNFLOWER,3L,GULF GOLD SUNFLOWER 3L ECO,61-70,2022,7,2114.0,30.2,70.0
AL AHSA,HM No  68276  GS-CENTER-AL AHSA MAIN RD  AL AHSA,DESERT SUN CO,NOUR,CANOLA,4.5L,NOUR CANOLA 4.5L FAMILY PACK,61-70,2024,9,70.0,1.0,70.0
AL KHARJ,HM No  75701  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,RAWABI,SUNFLOWER,10L,RAWABI SUNFLOWER 10L ECO,51-60,2023,3,588.0,9.8,60.0
DAMMAM,HM No  76217  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,NAJMA,VEGETABLE,1.5L,NAJMA VEGETABLE 1.5L ECO,31-40,2024,2,101.54,3.1,32.75
JAZAN,HM No  88021  GS-CENTER-JAZAN MAIN RD  JAZAN,PALM & GRAIN GROUP,RAWABI,SUNFLOWER,0.75L,RAWABI SUNFLOWER 0.75L FAMILY PACK,11-20$,2024,4,567.58,33.5,16.94
DAMMAM,HM No  89957  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,RIMAL,VEGETABLE,9L,RIMAL VEGETABLE 9L ECO,11-20$,2023,10,226.0,11.3,20.0
TAIF,HM No  60909  GS-CENTER-TAIF MAIN RD  TAIF,BLUE OASIS CO,ZAHRA,CORN,0.2L,ZAHRA CORN 0.2L FAMILY PACK,101+,2024,7,949.4,9.4,101.0
AL KHARJ,HM No  83510  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,GULF GOLD,SUNFLOWER,1.5L,GULF GOLD SUNFLOWER 1.5L FAMILY PACK,41-50,2022,8,131.2,3.2,41.0
MAKKAH,HM No  63093  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,GULF GOLD,CORN,0.5L,GULF GOLD CORN 0.5L,41-50,2024,8,824.1,20.1,41.0
YANBU,HM No  66059  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,HILAL,COCONUT,2.9L,HILAL COCONUT 2.9L PREMIUM,21-30,2024,6,33.0,1.1,30.0
DAMMAM,HM No  66047  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,ZAHRA,CANOLA,9L,ZAHRA CANOLA 9L,71-80,2024,8,2320.0,29.0,80.0
JAZAN,HM No  54611  GS-CENTER-JAZAN MAIN RD  JAZAN,PALM & GRAIN GROUP,LARA,VEGETABLE,0.5L,LARA VEGETABLE 0.5L FAMILY PACK,101+,2024,9,2171.5,21.5,101.0
MAKKAH,HM No  51554  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,SABAYA,CANOLA,1L,SABAYA CANOLA 1L ECO,11-20$,2023,7,174.49,8.9,19.61
MAKKAH,HM No  83525  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,RAWABI,CANOLA,0.5L,RAWABI CANOLA 0.5L TWIN PACK,51-60,2024,2,581.4,11.4,51.0
MAKKAH,HM No  61072  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,RAWABI,CORN,0.6L,RAWABI CORN 0.6L TWIN PACK,81-90,2022,5,40.5,0.5,81.0
JEDDAH,HM No  71628  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,SABAYA,SUNFLOWER,10L,SABAYA SUNFLOWER 10L TWIN PACK,51-60,2023,5,174.0,2.9,60.0
MAKKAH,HM No  79142  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,SABAYA,CORN,4L,SABAYA CORN 4L PLUS,101+,2022,3,3801.91,31.6,120.31
DAMMAM,HM No  84195  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,NAJMA,COCONUT,1.5L,NAJMA COCONUT 1.5L PREMIUM,61-70,2024,5,1116.3,18.3,61.0
TABUK,HM No  96913  GS-CENTER-TABUK MAIN RD  TABUK,SAHARA EDIBLES,RIMAL,CORN,2.9L,RIMAL CORN 2.9L FAMILY PACK,81-90,2024,5,907.2,11.2,81.0
DAMMAM,HM No  98741  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,GULF GOLD,VEGETABLE,1L,GULF GOLD VEGETABLE 1L ECO,51-60,2024,4,56.1,1.1,51.0
RIYADH,HM No  63871  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,GULF GOLD,VEGETABLE,0.2L,GULF GOLD VEGETABLE 0.2L PLUS,61-70,2024,9,347.7,5.7,61.0
MAKKAH,HM No  83870  GS-CENTER-MAKKAH MAIN RD  MAKKAH,PALM & GRAIN GROUP,SABAYA,VEGETABLE,0.6L,SABAYA VEGETABLE 0.6L PLUS,31-40,2024,9,427.8,13.8,31.0
HAIL,HM No  84297  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,RAWABI,SUNFLOWER,4.5L,RAWABI SUNFLOWER 4.5L TWIN PACK,91-100,2023,3,570.0,5.7,100.0
YANBU,HM No  74895  GS-CENTER-YANBU MAIN RD  YANBU,NOVA FOODS,ZAHRA,CORN,0.75L,ZAHRA CORN 0.75L PLUS,41-50,2022,3,233.7,5.7,41.0
TABUK,HM No  89887  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,HILAL,CORN,2.9L,HILAL CORN 2.9L ECO,101+,2024,1,50.5,0.5,101.0
MAKKAH,HM No  84348  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,HILAL,CORN,4.5L,HILAL CORN 4.5L,71-80,2024,2,760.0,9.5,80.0
HAIL,HM No  83254  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,LARA,VEGETABLE,3L,LARA VEGETABLE 3L FAMILY PACK,91-100,2022,1,254.8,2.8,91.0
YANBU,HM No  87139  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,HILAL,CORN,10L,HILAL CORN 10L FAMILY PACK,31-40,2024,11,40.0,1.0,40.0
TAIF,HM No  64964  GS-CENTER-TAIF MAIN RD  TAIF,BLUE OASIS CO,GULF GOLD,CANOLA,4L,GULF GOLD CANOLA 4L PLUS,91-100,2023,2,1911.0,21.0,91.0
MAKKAH,HM No  62452  GS-CENTER-MAKKAH MAIN RD  MAKKAH,ARABIAN HARVEST CO,GULF GOLD,VEGETABLE,1L,GULF GOLD VEGETABLE 1L,41-50,2022,4,20.5,0.5,41.0
AL AHSA,HM No  99917  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,SABAYA,CANOLA,3L,SABAYA CANOLA 3L,61-70,2024,2,146.4,2.4,61.0
TAIF,HM No  81345  GS-CENTER-TAIF MAIN RD  TAIF,ARABIAN HARVEST CO,SABAYA,CANOLA,2.9L,SABAYA CANOLA 2.9L TWIN PACK,21-30,2024,10,84.0,2.8,30.0
TAIF,HM No  89209  GS-CENTER-TAIF MAIN RD  TAIF,BLUE OASIS CO,LARA,VEGETABLE,0.2L,LARA VEGETABLE 0.2L PREMIUM,71-80,2022,12,433.1,6.1,71.0
YANBU,HM No  92115  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,RIMAL,VEGETABLE,10L,RIMAL VEGETABLE 10L ECO,11-20$,2023,7,186.0,9.3,20.0
AL AHSA,HM No  67743  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,GULF GOLD,CORN,3L,GULF GOLD CORN 3L ECO,91-100,2023,11,79.4,0.8,99.25
TABUK,HM No  67314  GS-CENTER-TABUK MAIN RD  TABUK,AL HILAL INDUSTRIES,NOUR,CORN,4.5L,NOUR CORN 4.5L PREMIUM,91-100,2023,11,1820.0,18.2,100.0
YANBU,HM No  57305  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,SABAYA,CANOLA,1.5L,SABAYA CANOLA 1.5L PREMIUM,81-90,2023,3,1401.3,17.3,81.0
DAMMAM,HM No  54296  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,LARA,CANOLA,2.9L,LARA CANOLA 2.9L PLUS,91-100,2022,4,718.9,7.9,91.0
JEDDAH,HM No  99994  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,HILAL,CORN,3L,HILAL CORN 3L PLUS,61-70,2024,8,672.0,9.6,70.0
JEDDAH,HM No  94875  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,RIMAL,COCONUT,4L,RIMAL COCONUT 4L FAMILY PACK,31-40,2023,3,536.0,13.4,40.0
TAIF,HM No  75967  GS-CENTER-TAIF MAIN RD  TAIF,SAHARA EDIBLES,GULF GOLD,VEGETABLE,4.5L,GULF GOLD VEGETABLE 4.5L TWIN PACK,61-70,2024,8,49.0,0.7,70.0
AL BAHA,HM No  89008  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,LARA,COCONUT,1L,LARA COCONUT 1L ECO,51-60,2023,3,1295.4,25.4,51.0
TABUK,HM No  71870  GS-CENTER-TABUK MAIN RD  TABUK,DESERT SUN CO,NOUR,SUNFLOWER,1L,NOUR SUNFLOWER 1L ECO,101+,2023,7,777.7,7.7,101.0
RIYADH,HM No  99953  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,NAJMA,SUNFLOWER,1.5L,NAJMA SUNFLOWER 1.5L FAMILY PACK,31-40,2023,5,177.93,4.6,38.68
RIYADH,HM No  96159  GS-CENTER-RIYADH MAIN RD  RIYADH,AL HILAL INDUSTRIES,HILAL,CORN,1L,HILAL CORN 1L PLUS,11-20$,2023,7,220.0,11.0,20.0
JAZAN,HM No  71344  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,HILAL,VEGETABLE,3L,HILAL VEGETABLE 3L ECO,51-60,2022,2,366.0,6.1,60.0
TAIF,HM No  60513  GS-CENTER-TAIF MAIN RD  TAIF,DESERT SUN CO,SABAYA,VEGETABLE,2.9L,SABAYA VEGETABLE 2.9L,71-80,2024,12,205.9,2.9,71.0
YANBU,HM No  66373  GS-CENTER-YANBU MAIN RD  YANBU,NAJDI CONSUMER,RIMAL,VEGETABLE,1.8L,RIMAL VEGETABLE 1.8L,21-30,2022,11,168.0,5.6,30.0
HAIL,HM No  68090  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,SABAYA,CORN,0.5L,SABAYA CORN 0.5L ECO,31-40,2024,2,325.5,10.5,31.0
HAIL,HM No  98001  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,GULF GOLD,COCONUT,4L,GULF GOLD COCONUT 4L PLUS,101+,2022,9,98.0,0.7,140.0
JEDDAH,HM No  78721  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,NOUR,VEGETABLE,3L,NOUR VEGETABLE 3L FAMILY PACK,51-60,2024,9,210.0,3.5,60.0
TABUK,HM No  95191  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,GULF GOLD,CANOLA,10L,GULF GOLD CANOLA 10L FAMILY PACK,61-70,2023,8,35.0,0.5,70.0
MAKKAH,HM No  64077  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,NOUR,SUNFLOWER,0.75L,NOUR SUNFLOWER 0.75L ECO,61-70,2023,4,427.0,7.0,61.0
AL BAHA,HM No  96141  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,LARA,VEGETABLE,9L,LARA VEGETABLE 9L,31-40,2022,11,272.0,6.8,40.0
JAZAN,HM No  78005  GS-CENTER-JAZAN MAIN RD  JAZAN,PALM & GRAIN GROUP,SABAYA,CANOLA,3L,SABAYA CANOLA 3L,91-100,2023,1,100.1,1.1,91.0
AL AHSA,HM No  78652  GS-CENTER-AL AHSA MAIN RD  AL AHSA,NOVA FOODS,BAYTNA,CORN,10L,BAYTNA CORN 10L PREMIUM,81-90,2023,10,477.0,5.3,90.0
HAIL,HM No  91574  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,ZAHRA,VEGETABLE,0.5L,ZAHRA VEGETABLE 0.5L PREMIUM,21-30,2024,3,63.0,3.0,21.0
AL KHARJ,HM No  55749  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,RIMAL,COCONUT,10L,RIMAL COCONUT 10L,71-80,2023,8,136.0,1.7,80.0
YANBU,HM No  98426  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,NOUR,CANOLA,0.6L,NOUR CANOLA 0.6L FAMILY PACK,101+,2023,8,212.1,2.1,101.0
AL KHARJ,HM No  95389  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,NAJMA,SUNFLOWER,4L,NAJMA SUNFLOWER 4L PLUS,11-20$,2024,7,426.0,21.3,20.0
RIYADH,HM No  50559  GS-CENTER-RIYADH MAIN RD  RIYADH,AL HILAL INDUSTRIES,NOUR,SUNFLOWER,0.6L,NOUR SUNFLOWER 0.6L PLUS,41-50,2024,11,475.6,11.6,41.0
HAIL,HM No  84889  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,HILAL,VEGETABLE,1.5L,HILAL VEGETABLE 1.5L FAMILY PACK,101+,2022,4,343.4,3.4,101.0
DAMMAM,HM No  63509  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,GULF GOLD,CANOLA,0.2L,GULF GOLD CANOLA 0.2L PREMIUM,101+,2022,3,292.9,2.9,101.0
AL KHARJ,HM No  72840  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,NOUR,CORN,0.75L,NOUR CORN 0.75L FAMILY PACK,41-50,2022,5,315.7,7.7,41.0
DAMMAM,HM No  77805  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,HILAL,COCONUT,10L,HILAL COCONUT 10L PLUS,11-20$,2022,8,88.0,4.4,20.0
JEDDAH,HM No  74583  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,SABAYA,COCONUT,1.8L,SABAYA COCONUT 1.8L,81-90,2023,7,1263.6,15.6,81.0
TAIF,HM No  63476  GS-CENTER-TAIF MAIN RD  TAIF,PALM & GRAIN GROUP,RIMAL,CANOLA,0.5L,RIMAL CANOLA 0.5L TWIN PACK,91-100,2024,12,2229.5,24.5,91.0
AL KHARJ,HM No  57975  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,HILAL,CANOLA,2.9L,HILAL CANOLA 2.9L FAMILY PACK,101+,2023,12,404.0,4.0,101.0
HAIL,HM No  77205  GS-CENTER-HAIL MAIN RD  HAIL,AL HILAL INDUSTRIES,HILAL,CANOLA,10L,HILAL CANOLA 10L PREMIUM,61-70,2023,5,490.0,7.0,70.0
AL KHARJ,HM No  57339  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,NAJMA,CANOLA,1.8L,NAJMA CANOLA 1.8L ECO,71-80,2022,6,1483.9,20.9,71.0
HAIL,HM No  70314  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,RAWABI,CORN,0.75L,RAWABI CORN 0.75L FAMILY PACK,21-30,2024,11,105.0,5.0,21.0
JAZAN,HM No  80891  GS-CENTER-JAZAN MAIN RD  JAZAN,NOVA FOODS,LARA,CORN,0.2L,LARA CORN 0.2L TWIN PACK,41-50,2022,10,287.0,7.0,41.0
RIYADH,HM No  58385  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,GULF GOLD,SUNFLOWER,10L,GULF GOLD SUNFLOWER 10L,11-20$,2024,4,392.0,19.6,20.0
MAKKAH,HM No  93316  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,NOUR,VEGETABLE,1.8L,NOUR VEGETABLE 1.8L TWIN PACK,71-80,2022,3,1292.2,18.2,71.0
AL KHARJ,HM No  59920  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,NOUR,CANOLA,10L,NOUR CANOLA 10L TWIN PACK,11-20$,2023,4,276.0,13.8,20.0
TABUK,HM No  76453  GS-CENTER-TABUK MAIN RD  TABUK,DESERT SUN CO,LARA,VEGETABLE,1.5L,LARA VEGETABLE 1.5L,11-20$,2023,1,188.0,9.4,20.0
YANBU,HM No  52242  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,RAWABI,CANOLA,3L,RAWABI CANOLA 3L ECO,101+,2024,9,1131.2,11.2,101.0
